Name,Hersteller,Funktion
Service 3269,HAW,Kommunikation
Service 3270,HAW,"Analyse,Assistenz,Diagnose"
Service 3271,Fraunhofer IPA,"Sprachverarbeitung,Diagnose,Generierung"
Service 3272,Fraunhofer IPA,"Analyse,Clustering"
Service 3273,Fraunhofer IPA,"Generierung,Assistenz"
Service 3274,HAW,"Optimierung,Diagnose,Kommunikation"
Service 3275,HAW,"Ueberwachung,Empfehlung"
Service 3276,HAW,"Generierung,Kommunikation"
Service 3277,Fraunhofer IPA,"Empfehlung,Generierung"
Service 3278,Fraunhofer IPA,"Kommunikation,Ueberwachung"
Service 3279,SOP,Kommunikation
Service 3280,HAW,"Diagnose,Ueberwachung,Analyse"
Service 3281,SOP,"Clustering,Kommunikation"
Service 3282,SOP,"Ueberwachung,Clustering"
Service 3283,HAW,"Optimierung,Generierung,Empfehlung"
Service 3284,SOP,"Generierung,Mustererkennung,Ueberwachung"
Service 3285,SOP,"Clustering,Analyse,Sprachverarbeitung"
Service 3286,HAW,Generierung
Service 3287,HAW,Empfehlung
Service 3288,HAW,"Assistenz,Automatisierung"
Service 3289,Fraunhofer IPA,"Diagnose,Optimierung"
Service 3290,HAW,Analyse
Service 3291,SOP,"Ueberwachung,Empfehlung,Sprachverarbeitung"
Service 3292,SOP,"Generierung,Analyse"
Service 3293,Fraunhofer IPA,"Sprachverarbeitung,Empfehlung"
Service 3294,Fraunhofer IPA,"Ueberwachung,Mustererkennung,Sprachverarbeitung"
Service 3295,SOP,"Optimierung,Ueberwachung"
Service 3296,Fraunhofer IPA,Kommunikation
Service 3297,HAW,"Ueberwachung,Mustererkennung"
Service 3298,HAW,"Ueberwachung,Diagnose"
Service 3299,SOP,Generierung
Service 3300,HAW,"Ueberwachung,Generierung,Kommunikation"
Service 3301,Fraunhofer IPA,"Kommunikation,Analyse"
Service 3302,HAW,Kommunikation
Service 3303,Fraunhofer IPA,"Diagnose,Automatisierung,Empfehlung"
Service 3304,HAW,"Diagnose,Clustering,Ueberwachung"
Service 3305,HAW,Clustering
Service 3306,Fraunhofer IPA,"Diagnose,Ueberwachung,Mustererkennung"
Service 3307,HAW,"Analyse,Optimierung"
Service 3308,SOP,"Automatisierung,Clustering"
Service 3309,Fraunhofer IPA,"Kommunikation,Generierung,Mustererkennung"
Service 3310,SOP,Optimierung
Service 3311,HAW,"Clustering,Automatisierung"
Service 3312,Fraunhofer IPA,Sprachverarbeitung
Service 3313,SOP,Mustererkennung
Service 3314,Fraunhofer IPA,"Automatisierung,Optimierung,Kommunikation"
Service 3315,SOP,"Ueberwachung,Diagnose,Clustering"
Service 3316,SOP,Kommunikation
Service 3317,HAW,"Kommunikation,Clustering,Sprachverarbeitung"
Service 3318,Fraunhofer IPA,"Generierung,Ueberwachung,Optimierung"
Service 3319,SOP,"Automatisierung,Mustererkennung,Ueberwachung"
Service 3320,Fraunhofer IPA,Empfehlung
Service 3321,Fraunhofer IPA,"Mustererkennung,Ueberwachung,Generierung"
Service 3322,HAW,"Automatisierung,Ueberwachung,Optimierung"
Service 3323,HAW,"Empfehlung,Diagnose,Mustererkennung"
Service 3324,HAW,Analyse
Service 3325,SOP,"Automatisierung,Optimierung"
Service 3326,Fraunhofer IPA,Assistenz
Service 3327,Fraunhofer IPA,Kommunikation
Service 3328,SOP,"Analyse,Kommunikation"
Service 3329,HAW,"Analyse,Sprachverarbeitung"
Service 3330,Fraunhofer IPA,"Ueberwachung,Diagnose,Optimierung"
Service 3331,HAW,"Analyse,Automatisierung"
Service 3332,HAW,"Optimierung,Sprachverarbeitung,Diagnose"
Service 3333,HAW,Mustererkennung
Service 3334,SOP,"Empfehlung,Clustering,Assistenz"
Service 3335,SOP,"Optimierung,Mustererkennung,Empfehlung"
Service 3336,HAW,"Kommunikation,Mustererkennung"
Service 3337,Fraunhofer IPA,Ueberwachung
Service 3338,SOP,"Automatisierung,Assistenz,Clustering"
Service 3339,SOP,"Ueberwachung,Diagnose"
Service 3340,SOP,"Sprachverarbeitung,Analyse"
Service 3341,SOP,Kommunikation
Service 3342,SOP,"Analyse,Clustering,Empfehlung"
Service 3343,Fraunhofer IPA,Assistenz
Service 3344,Fraunhofer IPA,Mustererkennung
Service 3345,SOP,"Kommunikation,Diagnose"
Service 3346,Fraunhofer IPA,Empfehlung
Service 3347,Fraunhofer IPA,"Empfehlung,Optimierung,Assistenz"
Service 3348,SOP,"Optimierung,Kommunikation,Clustering"
Service 3349,HAW,"Sprachverarbeitung,Ueberwachung,Assistenz"
Service 3350,Fraunhofer IPA,Kommunikation
Service 3351,SOP,Optimierung
Service 3352,Fraunhofer IPA,"Clustering,Assistenz"
Service 3353,SOP,"Assistenz,Kommunikation"
Service 3354,Fraunhofer IPA,"Generierung,Kommunikation"
Service 3355,HAW,"Kommunikation,Analyse,Assistenz"
Service 3356,Fraunhofer IPA,"Clustering,Mustererkennung"
Service 3357,SOP,"Automatisierung,Sprachverarbeitung"
Service 3358,SOP,"Clustering,Diagnose"
Service 3359,Fraunhofer IPA,Analyse
Service 3360,HAW,"Ueberwachung,Optimierung"
Service 3361,SOP,Analyse
Service 3362,HAW,Optimierung
Service 3363,HAW,"Optimierung,Automatisierung,Mustererkennung"
Service 3364,Fraunhofer IPA,"Clustering,Assistenz"
Service 3365,HAW,Kommunikation
Service 3366,HAW,"Empfehlung,Diagnose,Clustering"
Service 3367,HAW,"Ueberwachung,Diagnose,Sprachverarbeitung"
Service 3368,SOP,Generierung
Service 3369,HAW,Kommunikation
Service 3370,SOP,Assistenz
Service 3371,SOP,"Generierung,Analyse"
Service 3372,SOP,"Empfehlung,Sprachverarbeitung"
Service 3373,Fraunhofer IPA,"Kommunikation,Sprachverarbeitung,Assistenz"
Service 3374,SOP,"Optimierung,Assistenz,Analyse"
Service 3375,Fraunhofer IPA,Empfehlung
Service 3376,SOP,"Empfehlung,Mustererkennung,Generierung"
Service 3377,HAW,Clustering
Service 3378,SOP,Mustererkennung
Service 3379,SOP,"Generierung,Diagnose,Sprachverarbeitung"
Service 3380,Fraunhofer IPA,Analyse
Service 3381,SOP,"Ueberwachung,Sprachverarbeitung"
Service 3382,SOP,"Sprachverarbeitung,Generierung"
Service 3383,Fraunhofer IPA,"Generierung,Mustererkennung"
Service 3384,HAW,"Clustering,Ueberwachung,Sprachverarbeitung"
Service 3385,Fraunhofer IPA,Assistenz
Service 3386,Fraunhofer IPA,"Automatisierung,Optimierung,Assistenz"
Service 3387,HAW,"Assistenz,Kommunikation,Empfehlung"
Service 3388,HAW,"Mustererkennung,Sprachverarbeitung"
Service 3389,SOP,Ueberwachung
Service 3390,Fraunhofer IPA,"Mustererkennung,Sprachverarbeitung,Clustering"
Service 3391,SOP,"Ueberwachung,Automatisierung,Generierung"
Service 3392,HAW,"Clustering,Kommunikation"
Service 3393,SOP,"Ueberwachung,Mustererkennung,Assistenz"
Service 3394,Fraunhofer IPA,Ueberwachung
Service 3395,SOP,Clustering
Service 3396,HAW,"Ueberwachung,Optimierung"
Service 3397,HAW,"Sprachverarbeitung,Ueberwachung,Mustererkennung"
Service 3398,Fraunhofer IPA,Ueberwachung
Service 3399,Fraunhofer IPA,"Ueberwachung,Analyse,Empfehlung"
Service 3400,Fraunhofer IPA,"Kommunikation,Automatisierung"
Service 3401,Fraunhofer IPA,"Diagnose,Ueberwachung,Kommunikation"
Service 3402,HAW,Assistenz
Service 3403,HAW,Generierung
Service 3404,SOP,"Kommunikation,Mustererkennung,Assistenz"
Service 3405,HAW,"Mustererkennung,Clustering,Empfehlung"
Service 3406,SOP,"Empfehlung,Mustererkennung,Kommunikation"
Service 3407,Fraunhofer IPA,Diagnose
Service 3408,HAW,"Generierung,Sprachverarbeitung,Diagnose"
Service 3409,HAW,"Optimierung,Analyse,Ueberwachung"
Service 3410,Fraunhofer IPA,"Mustererkennung,Kommunikation,Assistenz"
Service 3411,Fraunhofer IPA,"Automatisierung,Assistenz,Clustering"
Service 3412,SOP,Sprachverarbeitung
Service 3413,HAW,"Generierung,Diagnose,Ueberwachung"
Service 3414,Fraunhofer IPA,Generierung
Service 3415,SOP,"Sprachverarbeitung,Diagnose,Kommunikation"
Service 3416,SOP,Empfehlung
Service 3417,HAW,Assistenz
Service 3418,HAW,"Analyse,Empfehlung,Sprachverarbeitung"
Service 3419,Fraunhofer IPA,Mustererkennung
Service 3420,HAW,Assistenz
Service 3421,SOP,"Clustering,Kommunikation,Mustererkennung"
Service 3422,SOP,Automatisierung
Service 3423,SOP,"Sprachverarbeitung,Ueberwachung,Clustering"
Service 3424,HAW,"Analyse,Generierung"
Service 3425,HAW,Mustererkennung
Service 3426,Fraunhofer IPA,Analyse
Service 3427,SOP,Ueberwachung
Service 3428,Fraunhofer IPA,"Optimierung,Assistenz,Kommunikation"
Service 3429,Fraunhofer IPA,Sprachverarbeitung
Service 3430,Fraunhofer IPA,"Empfehlung,Ueberwachung"
Service 3431,HAW,"Optimierung,Assistenz,Kommunikation"
Service 3432,HAW,"Clustering,Empfehlung"
Service 3433,Fraunhofer IPA,Sprachverarbeitung
Service 3434,Fraunhofer IPA,"Mustererkennung,Ueberwachung"
Service 3435,HAW,"Ueberwachung,Kommunikation"
Service 3436,Fraunhofer IPA,"Optimierung,Clustering"
Service 3437,SOP,"Analyse,Generierung,Automatisierung"
Service 3438,Fraunhofer IPA,"Mustererkennung,Clustering,Assistenz"
Service 3439,HAW,"Optimierung,Mustererkennung"
Service 3440,HAW,Ueberwachung
Service 3441,Fraunhofer IPA,"Assistenz,Automatisierung"
Service 3442,Fraunhofer IPA,Assistenz
Service 3443,SOP,Diagnose
Service 3444,HAW,"Kommunikation,Empfehlung"
Service 3445,SOP,Generierung
Service 3446,SOP,Analyse
Service 3447,SOP,"Sprachverarbeitung,Assistenz,Diagnose"
Service 3448,SOP,"Kommunikation,Assistenz,Analyse"
Service 3449,Fraunhofer IPA,"Analyse,Assistenz"
Service 3450,SOP,"Optimierung,Assistenz"
Service 3451,Fraunhofer IPA,Sprachverarbeitung
Service 3452,HAW,Optimierung
Service 3453,HAW,"Kommunikation,Generierung"
Service 3454,HAW,"Empfehlung,Optimierung,Kommunikation"
Service 3455,Fraunhofer IPA,Empfehlung
Service 3456,SOP,"Empfehlung,Ueberwachung,Sprachverarbeitung"
Service 3457,SOP,"Ueberwachung,Optimierung"
Service 3458,HAW,"Diagnose,Automatisierung"
Service 3459,Fraunhofer IPA,"Optimierung,Generierung,Mustererkennung"
Service 3460,Fraunhofer IPA,"Empfehlung,Analyse,Optimierung"
Service 3461,Fraunhofer IPA,"Ueberwachung,Mustererkennung,Empfehlung"
Service 3462,HAW,Ueberwachung
Service 3463,SOP,Optimierung
Service 3464,HAW,"Assistenz,Kommunikation,Automatisierung"
Service 3465,Fraunhofer IPA,"Mustererkennung,Ueberwachung"
Service 3466,Fraunhofer IPA,"Mustererkennung,Empfehlung,Sprachverarbeitung"
Service 3467,Fraunhofer IPA,"Diagnose,Analyse"
Service 3468,SOP,Mustererkennung
Service 3469,SOP,"Analyse,Mustererkennung"
Service 3470,SOP,Automatisierung
Service 3471,HAW,Clustering
Service 3472,HAW,Empfehlung
Service 3473,Fraunhofer IPA,"Analyse,Ueberwachung,Diagnose"
Service 3474,SOP,Analyse
Service 3475,SOP,"Assistenz,Mustererkennung"
Service 3476,HAW,"Generierung,Ueberwachung"
Service 3477,HAW,"Clustering,Ueberwachung"
Service 3478,SOP,"Empfehlung,Ueberwachung"
Service 3479,SOP,Clustering
Service 3480,Fraunhofer IPA,"Empfehlung,Kommunikation,Analyse"
Service 3481,Fraunhofer IPA,"Optimierung,Assistenz,Empfehlung"
Service 3482,HAW,"Mustererkennung,Kommunikation,Empfehlung"
Service 3483,SOP,"Assistenz,Mustererkennung"
Service 3484,Fraunhofer IPA,"Sprachverarbeitung,Clustering,Empfehlung"
Service 3485,HAW,"Assistenz,Sprachverarbeitung"
Service 3486,HAW,"Ueberwachung,Assistenz"
Service 3487,HAW,"Sprachverarbeitung,Empfehlung,Mustererkennung"
Service 3488,HAW,"Kommunikation,Automatisierung"
Service 3489,SOP,"Sprachverarbeitung,Automatisierung"
Service 3490,SOP,"Automatisierung,Generierung"
Service 3491,Fraunhofer IPA,"Clustering,Mustererkennung,Generierung"
Service 3492,SOP,"Assistenz,Sprachverarbeitung,Analyse"
Service 3493,HAW,Ueberwachung
Service 3494,Fraunhofer IPA,"Analyse,Diagnose"
Service 3495,HAW,"Kommunikation,Diagnose,Mustererkennung"
Service 3496,Fraunhofer IPA,"Sprachverarbeitung,Kommunikation"
Service 3497,SOP,Diagnose
Service 3498,HAW,Optimierung
Service 3499,SOP,"Assistenz,Kommunikation"
Service 3500,HAW,Kommunikation
Service 3501,Fraunhofer IPA,"Empfehlung,Mustererkennung,Sprachverarbeitung"
Service 3502,SOP,Optimierung
Service 3503,SOP,"Empfehlung,Automatisierung,Generierung"
Service 3504,Fraunhofer IPA,Generierung
Service 3505,SOP,"Sprachverarbeitung,Generierung,Analyse"
Service 3506,Fraunhofer IPA,"Ueberwachung,Sprachverarbeitung"
Service 3507,HAW,Mustererkennung
Service 3508,Fraunhofer IPA,Generierung
Service 3509,Fraunhofer IPA,"Optimierung,Assistenz,Analyse"
Service 3510,SOP,"Analyse,Sprachverarbeitung"
Service 3511,Fraunhofer IPA,"Ueberwachung,Sprachverarbeitung"
Service 3512,HAW,"Assistenz,Analyse,Automatisierung"
Service 3513,Fraunhofer IPA,"Analyse,Ueberwachung"
Service 3514,Fraunhofer IPA,"Automatisierung,Analyse,Generierung"
Service 3515,SOP,"Automatisierung,Sprachverarbeitung,Optimierung"
Service 3516,SOP,Assistenz
Service 3517,HAW,Sprachverarbeitung
Service 3518,HAW,"Kommunikation,Assistenz"
Service 3519,HAW,Generierung
Service 3520,HAW,"Diagnose,Automatisierung,Empfehlung"
Service 3521,SOP,"Analyse,Mustererkennung"
Service 3522,Fraunhofer IPA,"Diagnose,Sprachverarbeitung"
Service 3523,HAW,"Generierung,Ueberwachung,Mustererkennung"
Service 3524,SOP,Mustererkennung
Service 3525,Fraunhofer IPA,"Diagnose,Generierung,Automatisierung"
Service 3526,SOP,Sprachverarbeitung
Service 3527,HAW,"Mustererkennung,Generierung,Clustering"
Service 3528,SOP,"Mustererkennung,Generierung"
Service 3529,Fraunhofer IPA,"Ueberwachung,Diagnose"
Service 3530,SOP,"Analyse,Assistenz,Diagnose"
Service 3531,Fraunhofer IPA,"Mustererkennung,Automatisierung,Assistenz"
Service 3532,Fraunhofer IPA,"Ueberwachung,Kommunikation"
Service 3533,Fraunhofer IPA,"Generierung,Automatisierung"
Service 3534,Fraunhofer IPA,"Kommunikation,Clustering,Analyse"
Service 3535,SOP,"Clustering,Mustererkennung"
Service 3536,Fraunhofer IPA,"Assistenz,Diagnose"
Service 3537,Fraunhofer IPA,"Sprachverarbeitung,Clustering"
Service 3538,Fraunhofer IPA,Automatisierung
Service 3539,HAW,"Generierung,Analyse,Optimierung"
Service 3540,Fraunhofer IPA,Sprachverarbeitung
Service 3541,SOP,"Clustering,Kommunikation,Empfehlung"
Service 3542,HAW,"Generierung,Optimierung"
Service 3543,HAW,Kommunikation
Service 3544,HAW,"Empfehlung,Sprachverarbeitung,Optimierung"
Service 3545,SOP,"Kommunikation,Empfehlung,Generierung"
Service 3546,HAW,"Assistenz,Optimierung,Diagnose"
Service 3547,HAW,"Assistenz,Optimierung"
Service 3548,SOP,"Automatisierung,Diagnose"
Service 3549,Fraunhofer IPA,Mustererkennung
Service 3550,HAW,"Mustererkennung,Generierung"
Service 3551,HAW,"Diagnose,Clustering,Optimierung"
Service 3552,Fraunhofer IPA,Ueberwachung
Service 3553,SOP,Automatisierung
Service 3554,SOP,Sprachverarbeitung
Service 3555,Fraunhofer IPA,"Clustering,Empfehlung"
Service 3556,HAW,"Clustering,Analyse"
Service 3557,Fraunhofer IPA,Diagnose
Service 3558,Fraunhofer IPA,Diagnose
Service 3559,SOP,"Ueberwachung,Sprachverarbeitung,Empfehlung"
Service 3560,Fraunhofer IPA,"Empfehlung,Sprachverarbeitung"
Service 3561,Fraunhofer IPA,"Empfehlung,Diagnose,Kommunikation"
Service 3562,HAW,"Generierung,Optimierung,Diagnose"
Service 3563,Fraunhofer IPA,"Diagnose,Empfehlung,Analyse"
Service 3564,Fraunhofer IPA,"Diagnose,Generierung,Clustering"
Service 3565,Fraunhofer IPA,"Empfehlung,Generierung"
Service 3566,Fraunhofer IPA,"Ueberwachung,Automatisierung,Sprachverarbeitung"
Service 3567,SOP,"Generierung,Optimierung,Assistenz"
Service 3568,HAW,"Ueberwachung,Diagnose,Assistenz"
Service 3569,Fraunhofer IPA,"Clustering,Sprachverarbeitung,Automatisierung"
Service 3570,HAW,"Analyse,Empfehlung,Clustering"
Service 3571,SOP,Optimierung
Service 3572,HAW,"Clustering,Sprachverarbeitung,Diagnose"
Service 3573,HAW,"Clustering,Generierung,Sprachverarbeitung"
Service 3574,HAW,"Empfehlung,Ueberwachung"
Service 3575,SOP,"Sprachverarbeitung,Assistenz,Ueberwachung"
Service 3576,Fraunhofer IPA,"Automatisierung,Empfehlung,Generierung"
Service 3577,SOP,"Sprachverarbeitung,Clustering"
Service 3578,Fraunhofer IPA,Analyse
Service 3579,SOP,"Analyse,Kommunikation,Diagnose"
Service 3580,Fraunhofer IPA,"Generierung,Diagnose,Analyse"
Service 3581,SOP,"Analyse,Assistenz,Ueberwachung"
Service 3582,SOP,"Analyse,Clustering,Kommunikation"
Service 3583,HAW,Optimierung
Service 3584,Fraunhofer IPA,"Analyse,Clustering"
Service 3585,HAW,Sprachverarbeitung
Service 3586,Fraunhofer IPA,"Ueberwachung,Mustererkennung"
Service 3587,Fraunhofer IPA,"Kommunikation,Generierung"
Service 3588,SOP,"Mustererkennung,Analyse,Assistenz"
Service 3589,HAW,"Ueberwachung,Sprachverarbeitung,Analyse"
Service 3590,SOP,"Clustering,Diagnose"
Service 3591,Fraunhofer IPA,"Analyse,Kommunikation"
Service 3592,Fraunhofer IPA,Analyse
Service 3593,Fraunhofer IPA,"Automatisierung,Optimierung"
Service 3594,SOP,"Assistenz,Ueberwachung"
Service 3595,HAW,"Optimierung,Automatisierung"
Service 3596,HAW,"Mustererkennung,Empfehlung"
Service 3597,Fraunhofer IPA,Optimierung
Service 3598,HAW,Sprachverarbeitung
Service 3599,HAW,Mustererkennung
Service 3600,SOP,Clustering
Service 3601,SOP,"Generierung,Optimierung,Assistenz"
Service 3602,SOP,Mustererkennung
Service 3603,Fraunhofer IPA,"Sprachverarbeitung,Ueberwachung"
Service 3604,Fraunhofer IPA,"Analyse,Diagnose"
Service 3605,Fraunhofer IPA,"Assistenz,Automatisierung,Optimierung"
Service 3606,SOP,"Assistenz,Generierung,Sprachverarbeitung"
Service 3607,HAW,"Diagnose,Empfehlung"
Service 3608,HAW,"Sprachverarbeitung,Mustererkennung,Optimierung"
Service 3609,Fraunhofer IPA,Automatisierung
Service 3610,SOP,Diagnose
Service 3611,Fraunhofer IPA,"Clustering,Mustererkennung,Analyse"
Service 3612,SOP,"Mustererkennung,Generierung"
Service 3613,HAW,"Diagnose,Analyse"
Service 3614,HAW,Analyse
Service 3615,Fraunhofer IPA,Automatisierung
Service 3616,Fraunhofer IPA,"Automatisierung,Assistenz"
Service 3617,SOP,"Diagnose,Assistenz,Analyse"
Service 3618,HAW,"Assistenz,Kommunikation"
Service 3619,HAW,Optimierung
Service 3620,SOP,"Analyse,Automatisierung,Optimierung"
Service 3621,Fraunhofer IPA,"Optimierung,Mustererkennung"
Service 3622,Fraunhofer IPA,"Ueberwachung,Generierung"
Service 3623,SOP,"Analyse,Mustererkennung"
Service 3624,HAW,"Automatisierung,Assistenz"
Service 3625,HAW,Ueberwachung
Service 3626,Fraunhofer IPA,"Generierung,Optimierung,Analyse"
Service 3627,Fraunhofer IPA,Generierung
Service 3628,HAW,"Ueberwachung,Clustering,Assistenz"
Service 3629,SOP,"Sprachverarbeitung,Ueberwachung,Optimierung"
Service 3630,HAW,"Ueberwachung,Optimierung,Automatisierung"
Service 3631,HAW,Generierung
Service 3632,SOP,Assistenz
Service 3633,SOP,"Automatisierung,Analyse"
Service 3634,HAW,"Empfehlung,Optimierung"
Service 3635,HAW,"Assistenz,Mustererkennung"
Service 3636,Fraunhofer IPA,Optimierung
Service 3637,HAW,Assistenz
Service 3638,Fraunhofer IPA,Assistenz
Service 3639,Fraunhofer IPA,"Diagnose,Empfehlung,Ueberwachung"
Service 3640,HAW,"Ueberwachung,Automatisierung,Sprachverarbeitung"
Service 3641,SOP,"Analyse,Clustering,Mustererkennung"
Service 3642,HAW,"Analyse,Diagnose,Empfehlung"
Service 3643,Fraunhofer IPA,"Kommunikation,Automatisierung,Assistenz"
Service 3644,SOP,"Optimierung,Ueberwachung"
Service 3645,HAW,"Analyse,Generierung,Assistenz"
Service 3646,HAW,"Analyse,Mustererkennung"
Service 3647,HAW,"Clustering,Analyse"
Service 3648,HAW,"Analyse,Ueberwachung,Kommunikation"
Service 3649,Fraunhofer IPA,"Diagnose,Optimierung,Mustererkennung"
Service 3650,Fraunhofer IPA,"Generierung,Mustererkennung,Analyse"
Service 3651,SOP,"Ueberwachung,Assistenz"
Service 3652,Fraunhofer IPA,"Kommunikation,Clustering"
Service 3653,HAW,Sprachverarbeitung
Service 3654,SOP,"Sprachverarbeitung,Ueberwachung"
Service 3655,SOP,"Optimierung,Analyse,Generierung"
Service 3656,Fraunhofer IPA,"Clustering,Empfehlung"
Service 3657,HAW,Kommunikation
Service 3658,SOP,"Diagnose,Optimierung"
Service 3659,HAW,"Sprachverarbeitung,Ueberwachung,Empfehlung"
Service 3660,Fraunhofer IPA,Mustererkennung
Service 3661,Fraunhofer IPA,"Analyse,Assistenz"
Service 3662,Fraunhofer IPA,Kommunikation
Service 3663,Fraunhofer IPA,Clustering
Service 3664,Fraunhofer IPA,"Empfehlung,Diagnose"
Service 3665,Fraunhofer IPA,"Generierung,Diagnose,Clustering"
Service 3666,Fraunhofer IPA,"Generierung,Analyse,Empfehlung"
Service 3667,SOP,Kommunikation
Service 3668,SOP,"Clustering,Mustererkennung,Generierung"
Service 3669,SOP,"Sprachverarbeitung,Kommunikation,Clustering"
Service 3670,SOP,Generierung
Service 3671,HAW,Empfehlung
Service 3672,SOP,"Analyse,Mustererkennung"
Service 3673,Fraunhofer IPA,Analyse
Service 3674,HAW,Generierung
Service 3675,Fraunhofer IPA,"Optimierung,Generierung"
Service 3676,Fraunhofer IPA,"Generierung,Empfehlung,Assistenz"
Service 3677,SOP,"Clustering,Analyse,Kommunikation"
Service 3678,Fraunhofer IPA,"Diagnose,Analyse"
Service 3679,Fraunhofer IPA,"Mustererkennung,Analyse,Automatisierung"
Service 3680,HAW,"Automatisierung,Empfehlung"
Service 3681,HAW,Analyse
Service 3682,Fraunhofer IPA,"Empfehlung,Ueberwachung"
Service 3683,SOP,"Clustering,Generierung,Optimierung"
Service 3684,HAW,"Assistenz,Generierung,Optimierung"
Service 3685,Fraunhofer IPA,"Optimierung,Kommunikation"
Service 3686,Fraunhofer IPA,"Automatisierung,Empfehlung"
Service 3687,SOP,"Mustererkennung,Clustering,Sprachverarbeitung"
Service 3688,HAW,"Mustererkennung,Kommunikation,Automatisierung"
Service 3689,SOP,"Assistenz,Empfehlung"
Service 3690,Fraunhofer IPA,"Analyse,Mustererkennung"
Service 3691,HAW,"Analyse,Generierung"
Service 3692,HAW,Empfehlung
Service 3693,HAW,"Analyse,Optimierung,Clustering"
Service 3694,Fraunhofer IPA,Sprachverarbeitung
Service 3695,SOP,"Clustering,Empfehlung"
Service 3696,Fraunhofer IPA,"Kommunikation,Sprachverarbeitung"
Service 3697,Fraunhofer IPA,Automatisierung
Service 3698,HAW,"Clustering,Mustererkennung,Kommunikation"
Service 3699,SOP,"Empfehlung,Sprachverarbeitung,Kommunikation"
Service 3700,HAW,"Clustering,Analyse"
