Name,Typ,DurchsatzProStunde,Werkstoff,Werkzeuge,Bearbeitungsart
Maschine 3236,Drehmaschine,8732,Metall,"Messer,Walzfräser,Bohrer",Drehen
Maschine 3237,Roboterarm,6221,"Holz,Beton","Messer,Elektrode","Schneiden,Drehen,Lackieren"
Maschine 3238,3D-Drucker,1646,Metall,Greifer,3D-Drucken
Maschine 3239,Schleifmaschine,6509,Holz,Schleifpapier,Schleifen
Maschine 3240,CNC-Fräse,4736,"Kunststoff,Stein,Metall",Walzfräser,"Drehen,Fräsen,Schleifen"
Maschine 3241,Druckmaschine,1142,"Keramik,Holz",Heizelement,Lackieren
Maschine 3242,Drehmaschine,2668,Holz,"Walzfräser,Prismenfräser",Drehen
Maschine 3243,Drehmaschine,6421,Holz,Prismenfräser,Drehen
Maschine 3244,Laserschneidmaschine,5846,"Kunststoff,Stein,Verbundwerkstoff",Heizelement,Schneiden
Maschine 3245,Roboterarm,6902,Verbundwerkstoff,"Greifer,Bohrer",Biegen
Maschine 3246,3D-Drucker,7773,Metall,Greifer,3D-Drucken
Maschine 3247,Verpackungsmaschine,9271,Papier,Foerderband,Biegen
Maschine 3248,3D-Drucker,9613,Metall,Greifer,3D-Drucken
Maschine 3249,Drehmaschine,432,"Holz,Metall",Messer,Drehen
Maschine 3250,3D-Drucker,610,Metall,Duese,3D-Drucken
Maschine 3251,Wasserstrahlschneidmaschine,1359,"Metall,Verbundwerkstoff,Beton",Wasserstrahl,Schneiden
Maschine 3252,Spritzgussmaschine,5012,Metall,Duese,Giessen
Maschine 3253,Drehmaschine,4427,"Metall,Kunststoff,Stein","Walzfräser,Prismenfräser",Drehen
Maschine 3254,Wasserstrahlschneidmaschine,1911,"Keramik,Beton",Wasserstrahl,Schneiden
Maschine 3255,Laserschneidmaschine,9492,"Stein,Holz,Verbundwerkstoff",Laser,Stanzen
Maschine 3256,Wasserstrahlschneidmaschine,4119,"Kunststoff,Keramik",Wasserstrahl,Schneiden
Maschine 3257,3D-Drucker,9627,Kunststoff,Greifer,3D-Drucken
Maschine 3258,Laserschneidmaschine,8757,"Holz,Verbundwerkstoff,Metall",Heizelement,"Schneiden,Fräsen"
Maschine 3259,Verpackungsmaschine,9981,Papier,Foerderband,Biegen
Maschine 3260,Druckmaschine,640,Papier,"Lackierpistole,Tintenstrahl",Drucken
Maschine 3261,Laserschneidmaschine,5235,"Holz,Verbundwerkstoff,Metall",Heizelement,Fräsen
Maschine 3262,Presse,2417,"Holz,Kunststoff,Metall",Messer,Stanzen
Maschine 3263,Wasserstrahlschneidmaschine,9166,"Beton,Kunststoff",Wasserstrahl,Schneiden
Maschine 3264,Druckmaschine,3866,"Holz,Papier,Textil","Tintenstrahl,Lackierpistole",Lackieren
Maschine 3265,Schleifmaschine,2473,"Stein,Metall",Schleifpapier,Schleifen
Maschine 3266,Verpackungsmaschine,2062,Papier,Foerderband,Transportieren
Maschine 3267,Laserschneidmaschine,588,"Glas,Kunststoff",Laser,Bohren
Maschine 3268,Lackiermaschine,5422,"Kunststoff,Holz,Metall",Lackierpistole,Lackieren
Maschine 3269,3D-Drucker,1407,Metall,Duese,3D-Drucken
Maschine 3270,Wasserstrahlschneidmaschine,8398,Kunststoff,Wasserstrahl,Schneiden
Maschine 3271,Wasserstrahlschneidmaschine,9063,"Stein,Holz,Beton",Wasserstrahl,Schneiden
Maschine 3272,Wasserstrahlschneidmaschine,9585,Keramik,Wasserstrahl,Schneiden
Maschine 3273,FTS,813,"Keramik,Textil,Metall",Greifer,Transportieren
Maschine 3274,Spritzgussmaschine,3340,Metall,Duese,Giessen
Maschine 3275,Schleifmaschine,8327,"Metall,Stein,Holz",Schleifpapier,Schleifen
Maschine 3276,Schleifmaschine,8597,"Stein,Holz,Kunststoff",Schleifpapier,Schleifen
Maschine 3277,Presse,9990,Holz,Messer,Pressen
Maschine 3278,Verpackungsmaschine,1848,Papier,Foerderband,Biegen
Maschine 3279,Verpackungsmaschine,4994,Kunststoff,Foerderband,Transportieren
Maschine 3280,Lackiermaschine,6853,"Verbundwerkstoff,Kunststoff",Lackierpistole,Lackieren
Maschine 3281,Druckmaschine,1356,"Holz,Textil","Heizelement,Tintenstrahl",Drucken
Maschine 3282,CNC-Fräse,2251,Holz,"Prismenfräser,Walzfräser","Schneiden,Drehen"
Maschine 3283,3D-Drucker,7487,Metall,Duese,3D-Drucken
Maschine 3284,Lackiermaschine,335,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 3285,CNC-Fräse,8505,"Metall,Stein",Bohrer,Drehen
Maschine 3286,FTS,1486,"Verbundwerkstoff,Keramik,Metall",Greifer,Transportieren
Maschine 3287,Laserschneidmaschine,8747,Metall,Laser,"Fräsen,Stanzen"
Maschine 3288,3D-Drucker,2349,Kunststoff,Greifer,3D-Drucken
Maschine 3289,FTS,1033,"Glas,Verbundwerkstoff",Greifer,Transportieren
Maschine 3290,CNC-Fräse,9903,Metall,Walzfräser,"Fräsen,Drehen,Schleifen"
Maschine 3291,FTS,8943,Verbundwerkstoff,Greifer,Transportieren
Maschine 3292,Wasserstrahlschneidmaschine,8245,"Stein,Glas",Wasserstrahl,Schneiden
Maschine 3293,Schleifmaschine,7777,Stein,Schleifpapier,Schleifen
Maschine 3294,Lackiermaschine,345,"Verbundwerkstoff,Metall,Glas",Lackierpistole,Lackieren
Maschine 3295,3D-Drucker,5438,Metall,Duese,3D-Drucken
Maschine 3296,Druckmaschine,8875,"Holz,Keramik,Papier",Tintenstrahl,Lackieren
Maschine 3297,Spritzgussmaschine,6246,Metall,Duese,Giessen
Maschine 3298,Druckmaschine,5713,"Papier,Textil","Lackierpistole,Laser,Tintenstrahl",Drucken
Maschine 3299,Spritzgussmaschine,6304,Metall,Duese,Giessen
Maschine 3300,Druckmaschine,7611,"Keramik,Holz,Papier",Tintenstrahl,Drucken
Maschine 3301,Spritzgussmaschine,6270,Metall,Duese,Giessen
Maschine 3302,CNC-Fräse,8752,Metall,"Walzfräser,Prismenfräser,Bohrer","Drehen,Drehen,Schneiden"
Maschine 3303,Drehmaschine,1442,"Kunststoff,Metall","Bohrer,Messer,Walzfräser",Drehen
Maschine 3304,Spritzgussmaschine,2361,Metall,Duese,Giessen
Maschine 3305,Presse,4381,"Kunststoff,Holz",Messer,Stanzen
Maschine 3306,Verpackungsmaschine,1435,Kunststoff,Foerderband,Biegen
Maschine 3307,3D-Drucker,6618,Kunststoff,Duese,3D-Drucken
Maschine 3308,Presse,1744,"Holz,Kunststoff",Messer,Pressen
Maschine 3309,3D-Drucker,8844,Kunststoff,Duese,3D-Drucken
Maschine 3310,Lackiermaschine,5785,"Stein,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 3311,Spritzgussmaschine,8808,Metall,Duese,Giessen
Maschine 3312,CNC-Fräse,1572,"Holz,Stein","Prismenfräser,Bohrer,Walzfräser",Drehen
Maschine 3313,FTS,8102,Holz,Greifer,Transportieren
Maschine 3314,Wasserstrahlschneidmaschine,5877,"Holz,Metall,Kunststoff",Wasserstrahl,Schneiden
Maschine 3315,Wasserstrahlschneidmaschine,9554,Kunststoff,Wasserstrahl,Schneiden
Maschine 3316,Roboterarm,2725,"Keramik,Kunststoff",Schleifpapier,"Drehen,Biegen,Schneiden"
Maschine 3317,Druckmaschine,5379,Keramik,"Lackierpistole,Laser,Tintenstrahl",Lackieren
Maschine 3318,Lackiermaschine,6990,"Kunststoff,Glas",Lackierpistole,Lackieren
Maschine 3319,Spritzgussmaschine,8110,Metall,Duese,Giessen
Maschine 3320,Verpackungsmaschine,6217,Papier,Foerderband,Biegen
Maschine 3321,Spritzgussmaschine,7622,Metall,Duese,Giessen
Maschine 3322,CNC-Fräse,2650,Kunststoff,Prismenfräser,"Drehen,Fräsen,Drehen"
Maschine 3323,Laserschneidmaschine,4920,"Metall,Glas,Stein",Heizelement,Stanzen
Maschine 3324,Wasserstrahlschneidmaschine,5490,Metall,Wasserstrahl,Schneiden
Maschine 3325,CNC-Fräse,7786,"Holz,Stein,Metall","Walzfräser,Bohrer","Drehen,Drehen"
Maschine 3326,Schleifmaschine,4306,Stein,Schleifpapier,Schleifen
Maschine 3327,Laserschneidmaschine,5160,"Metall,Glas,Holz",Heizelement,Stanzen
Maschine 3328,Spritzgussmaschine,8185,Metall,Duese,Giessen
Maschine 3329,Laserschneidmaschine,2271,Verbundwerkstoff,Laser,"Stanzen,Fräsen"
Maschine 3330,CNC-Fräse,8980,"Metall,Kunststoff","Prismenfräser,Bohrer","Fräsen,Schneiden,Drehen"
Maschine 3331,Lackiermaschine,2243,"Holz,Stein",Lackierpistole,Lackieren
Maschine 3332,Wasserstrahlschneidmaschine,1678,"Glas,Kunststoff",Wasserstrahl,Schneiden
Maschine 3333,CNC-Fräse,6466,"Kunststoff,Holz","Bohrer,Walzfräser,Prismenfräser","Fräsen,Schneiden,Schleifen"
Maschine 3334,Lackiermaschine,2881,"Glas,Holz",Lackierpistole,Lackieren
Maschine 3335,Schleifmaschine,531,"Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 3336,Presse,830,Kunststoff,Messer,Pressen
Maschine 3337,Wasserstrahlschneidmaschine,8938,"Beton,Glas,Kunststoff",Wasserstrahl,Schneiden
Maschine 3338,Presse,4705,"Metall,Kunststoff",Messer,Pressen
Maschine 3339,Lackiermaschine,9379,"Stein,Glas",Lackierpistole,Lackieren
Maschine 3340,FTS,8291,"Beton,Stein,Kunststoff",Greifer,Transportieren
Maschine 3341,Drehmaschine,221,"Kunststoff,Stein,Holz","Prismenfräser,Walzfräser,Bohrer",Drehen
Maschine 3342,Presse,5949,"Metall,Holz,Kunststoff",Messer,Stanzen
Maschine 3343,Spritzgussmaschine,8126,Metall,Duese,Giessen
Maschine 3344,Spritzgussmaschine,4754,Metall,Duese,Giessen
Maschine 3345,Drehmaschine,2170,"Stein,Holz","Bohrer,Messer,Prismenfräser",Drehen
Maschine 3346,CNC-Fräse,6789,Metall,Prismenfräser,"Drehen,Fräsen,Schneiden"
Maschine 3347,Lackiermaschine,6989,"Verbundwerkstoff,Metall,Glas",Lackierpistole,Lackieren
Maschine 3348,CNC-Fräse,3291,"Kunststoff,Metall",Bohrer,"Drehen,Fräsen,Drehen"
Maschine 3349,3D-Drucker,4997,Metall,Duese,3D-Drucken
Maschine 3350,Schleifmaschine,229,"Holz,Metall,Kunststoff",Schleifpapier,Schleifen
Maschine 3351,Laserschneidmaschine,2317,"Metall,Glas,Stein",Laser,Fräsen
Maschine 3352,FTS,7882,Glas,Greifer,Transportieren
Maschine 3353,Drehmaschine,5060,Kunststoff,"Messer,Prismenfräser",Drehen
Maschine 3354,CNC-Fräse,1922,"Metall,Kunststoff",Prismenfräser,Drehen
Maschine 3355,Drehmaschine,6246,"Holz,Metall",Bohrer,Drehen
Maschine 3356,Lackiermaschine,9066,"Verbundwerkstoff,Stein",Lackierpistole,Lackieren
Maschine 3357,CNC-Fräse,4987,Metall,Bohrer,"Schneiden,Drehen"
Maschine 3358,Lackiermaschine,8602,"Glas,Kunststoff,Metall",Lackierpistole,Lackieren
Maschine 3359,Drehmaschine,6906,"Stein,Kunststoff,Holz","Walzfräser,Prismenfräser",Drehen
Maschine 3360,Roboterarm,3733,Papier,Schleifpapier,Transportieren
Maschine 3361,Laserschneidmaschine,1593,"Kunststoff,Metall",Laser,Fräsen
Maschine 3362,3D-Drucker,5525,Kunststoff,Duese,3D-Drucken
Maschine 3363,FTS,5908,Textil,Greifer,Transportieren
Maschine 3364,Lackiermaschine,4267,"Glas,Metall",Lackierpistole,Lackieren
Maschine 3365,Druckmaschine,3761,Textil,Lackierpistole,Drucken
Maschine 3366,Lackiermaschine,6424,Glas,Lackierpistole,Lackieren
Maschine 3367,Presse,905,"Metall,Kunststoff",Messer,Pressen
Maschine 3368,Schleifmaschine,853,Stein,Schleifpapier,Schleifen
Maschine 3369,CNC-Fräse,2436,Holz,"Bohrer,Walzfräser",Drehen
Maschine 3370,Schleifmaschine,6353,"Metall,Stein",Schleifpapier,Schleifen
Maschine 3371,Lackiermaschine,8747,"Holz,Glas",Lackierpistole,Lackieren
Maschine 3372,CNC-Fräse,6168,Kunststoff,"Bohrer,Walzfräser","Drehen,Drehen,Schleifen"
Maschine 3373,Presse,7715,"Metall,Holz",Messer,Pressen
Maschine 3374,Presse,7569,Holz,Messer,Pressen
Maschine 3375,Druckmaschine,4997,"Holz,Keramik,Textil",Heizelement,Drucken
Maschine 3376,Presse,8370,"Holz,Kunststoff,Metall",Messer,Stanzen
Maschine 3377,Verpackungsmaschine,1361,Kunststoff,Foerderband,Biegen
Maschine 3378,CNC-Fräse,9433,Kunststoff,Prismenfräser,"Schleifen,Schneiden"
Maschine 3379,CNC-Fräse,2713,"Kunststoff,Stein,Metall",Walzfräser,Schneiden
Maschine 3380,Druckmaschine,5848,"Keramik,Holz",Heizelement,Lackieren
Maschine 3381,Presse,1637,"Holz,Kunststoff",Messer,Stanzen
Maschine 3382,CNC-Fräse,4602,"Stein,Holz",Prismenfräser,"Schneiden,Drehen"
Maschine 3383,Roboterarm,212,"Glas,Kunststoff","Elektrode,Schleifpapier","Schleifen,Transportieren,Biegen"
Maschine 3384,Lackiermaschine,6048,"Glas,Kunststoff",Lackierpistole,Lackieren
Maschine 3385,Spritzgussmaschine,8157,Metall,Duese,Giessen
Maschine 3386,Roboterarm,8919,"Gummi,Kunststoff,Verbundwerkstoff","Messer,Wasserstrahl,Wolframelektrode","Fräsen,Schweißen,Drehen"
Maschine 3387,FTS,462,"Verbundwerkstoff,Papier,Textil",Greifer,Transportieren
Maschine 3388,CNC-Fräse,3687,Kunststoff,"Walzfräser,Bohrer,Prismenfräser","Drehen,Drehen,Schneiden"
Maschine 3389,FTS,9349,"Holz,Textil",Greifer,Transportieren
Maschine 3390,Druckmaschine,3731,"Keramik,Textil,Papier","Lackierpistole,Laser,Tintenstrahl",Lackieren
Maschine 3391,Schleifmaschine,3465,"Holz,Stein",Schleifpapier,Schleifen
Maschine 3392,FTS,2979,"Beton,Stein,Textil",Greifer,Transportieren
Maschine 3393,CNC-Fräse,1936,Stein,"Walzfräser,Bohrer","Fräsen,Schleifen"
Maschine 3394,Presse,1379,"Kunststoff,Holz,Metall",Messer,Stanzen
Maschine 3395,Schleifmaschine,9312,"Stein,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 3396,Drehmaschine,6658,Metall,Walzfräser,Drehen
Maschine 3397,Schleifmaschine,2371,"Metall,Stein,Kunststoff",Schleifpapier,Schleifen
Maschine 3398,Laserschneidmaschine,20,"Metall,Stein,Kunststoff",Heizelement,"Fräsen,Bohren,Schneiden"
Maschine 3399,Drehmaschine,6313,"Stein,Metall,Holz","Messer,Bohrer,Prismenfräser",Drehen
Maschine 3400,Schleifmaschine,668,Stein,Schleifpapier,Schleifen
Maschine 3401,Presse,7317,"Kunststoff,Holz",Messer,Stanzen
Maschine 3402,Lackiermaschine,3941,Verbundwerkstoff,Lackierpistole,Lackieren
Maschine 3403,Spritzgussmaschine,8985,Metall,Duese,Giessen
Maschine 3404,CNC-Fräse,6925,Metall,Walzfräser,Drehen
Maschine 3405,Presse,9673,Metall,Messer,Pressen
Maschine 3406,Roboterarm,3224,"Stein,Metall,Glas","Schleifpapier,Elektrode",Schweißen
Maschine 3407,Lackiermaschine,2732,"Metall,Stein",Lackierpistole,Lackieren
Maschine 3408,Verpackungsmaschine,6613,Kunststoff,Foerderband,Biegen
Maschine 3409,Spritzgussmaschine,3576,Metall,Duese,Giessen
Maschine 3410,Wasserstrahlschneidmaschine,8844,"Keramik,Stein,Kunststoff",Wasserstrahl,Schneiden
Maschine 3411,Roboterarm,9911,Gummi,"Wasserstrahl,Wolframelektrode",Transportieren
Maschine 3412,Lackiermaschine,6403,Metall,Lackierpistole,Lackieren
Maschine 3413,Laserschneidmaschine,7543,"Glas,Holz",Heizelement,"Stanzen,Fräsen"
Maschine 3414,Druckmaschine,1649,"Textil,Keramik,Holz","Tintenstrahl,Laser",Drucken
Maschine 3415,Presse,1188,Kunststoff,Messer,Stanzen
Maschine 3416,Lackiermaschine,2348,"Holz,Glas",Lackierpistole,Lackieren
Maschine 3417,Drehmaschine,6487,"Holz,Kunststoff,Stein","Bohrer,Prismenfräser,Messer",Drehen
Maschine 3418,Drehmaschine,1838,"Kunststoff,Stein","Prismenfräser,Bohrer,Walzfräser",Drehen
Maschine 3419,Schleifmaschine,2449,"Kunststoff,Stein,Metall",Schleifpapier,Schleifen
Maschine 3420,Druckmaschine,7251,"Holz,Textil,Keramik",Tintenstrahl,Lackieren
Maschine 3421,Verpackungsmaschine,1281,Papier,Foerderband,Biegen
Maschine 3422,Presse,5196,"Kunststoff,Metall",Messer,Pressen
Maschine 3423,Spritzgussmaschine,2732,Metall,Duese,Giessen
Maschine 3424,3D-Drucker,6261,Kunststoff,Duese,3D-Drucken
Maschine 3425,Laserschneidmaschine,6139,Holz,Heizelement,"Stanzen,Bohren,Fräsen"
Maschine 3426,3D-Drucker,3119,Kunststoff,Duese,3D-Drucken
Maschine 3427,Verpackungsmaschine,4799,Papier,Foerderband,Biegen
Maschine 3428,Lackiermaschine,7754,"Verbundwerkstoff,Kunststoff,Glas",Lackierpistole,Lackieren
Maschine 3429,Druckmaschine,1837,Keramik,"Lackierpistole,Heizelement,Tintenstrahl",Lackieren
Maschine 3430,Roboterarm,8566,"Verbundwerkstoff,Textil,Stein","Bohrer,Wolframelektrode",Biegen
Maschine 3431,Schleifmaschine,5183,"Stein,Kunststoff",Schleifpapier,Schleifen
Maschine 3432,Druckmaschine,1461,"Papier,Holz","Laser,Tintenstrahl,Heizelement",Lackieren
Maschine 3433,Druckmaschine,3688,Holz,"Laser,Heizelement",Lackieren
Maschine 3434,Verpackungsmaschine,2201,Papier,Foerderband,Biegen
Maschine 3435,Wasserstrahlschneidmaschine,1960,"Glas,Kunststoff,Metall",Wasserstrahl,Schneiden
Maschine 3436,Verpackungsmaschine,3306,Kunststoff,Foerderband,Transportieren
Maschine 3437,Drehmaschine,1137,"Metall,Holz",Bohrer,Drehen
Maschine 3438,CNC-Fräse,7949,Kunststoff,"Prismenfräser,Walzfräser,Bohrer","Fräsen,Schleifen"
Maschine 3439,Laserschneidmaschine,2015,"Verbundwerkstoff,Holz,Metall",Heizelement,"Schneiden,Bohren"
Maschine 3440,Wasserstrahlschneidmaschine,2367,"Stein,Kunststoff",Wasserstrahl,Schneiden
Maschine 3441,Wasserstrahlschneidmaschine,5130,Stein,Wasserstrahl,Schneiden
Maschine 3442,Verpackungsmaschine,4154,Kunststoff,Foerderband,Transportieren
Maschine 3443,FTS,8634,Glas,Greifer,Transportieren
Maschine 3444,Lackiermaschine,5236,"Glas,Verbundwerkstoff,Metall",Lackierpistole,Lackieren
Maschine 3445,FTS,9118,"Kunststoff,Holz,Beton",Greifer,Transportieren
Maschine 3446,Druckmaschine,2121,Holz,Lackierpistole,Drucken
Maschine 3447,Verpackungsmaschine,3865,Kunststoff,Foerderband,Biegen
Maschine 3448,Lackiermaschine,504,"Stein,Metall",Lackierpistole,Lackieren
Maschine 3449,Laserschneidmaschine,9104,"Glas,Holz",Heizelement,Bohren
Maschine 3450,Laserschneidmaschine,9492,Holz,Laser,"Fräsen,Bohren"
Maschine 3451,Druckmaschine,9675,Textil,"Lackierpistole,Laser,Tintenstrahl",Lackieren
Maschine 3452,Schleifmaschine,7723,"Metall,Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 3453,Druckmaschine,5172,Textil,Heizelement,Drucken
Maschine 3454,3D-Drucker,5775,Metall,Greifer,3D-Drucken
Maschine 3455,3D-Drucker,6969,Metall,Greifer,3D-Drucken
Maschine 3456,Presse,2459,"Holz,Kunststoff,Metall",Messer,Stanzen
Maschine 3457,Schleifmaschine,9863,"Stein,Metall",Schleifpapier,Schleifen
Maschine 3458,FTS,4398,"Gummi,Papier",Greifer,Transportieren
Maschine 3459,Spritzgussmaschine,6404,Metall,Duese,Giessen
Maschine 3460,Wasserstrahlschneidmaschine,1948,"Metall,Beton",Wasserstrahl,Schneiden
Maschine 3461,Schleifmaschine,5100,Kunststoff,Schleifpapier,Schleifen
Maschine 3462,CNC-Fräse,4558,Stein,"Walzfräser,Prismenfräser,Bohrer",Drehen
Maschine 3463,Drehmaschine,6063,Stein,Walzfräser,Drehen
Maschine 3464,Laserschneidmaschine,3262,"Verbundwerkstoff,Metall,Glas",Heizelement,"Fräsen,Stanzen,Bohren"
Maschine 3465,FTS,7639,"Kunststoff,Glas,Holz",Greifer,Transportieren
Maschine 3466,Drehmaschine,9289,Stein,Bohrer,Drehen
Maschine 3467,FTS,5086,"Beton,Textil,Verbundwerkstoff",Greifer,Transportieren
Maschine 3468,CNC-Fräse,2434,"Metall,Kunststoff,Holz",Walzfräser,"Schneiden,Drehen"
Maschine 3469,Drehmaschine,9591,Metall,"Walzfräser,Messer",Drehen
Maschine 3470,FTS,9780,"Keramik,Papier,Holz",Greifer,Transportieren
Maschine 3471,Verpackungsmaschine,8451,Kunststoff,Foerderband,Biegen
Maschine 3472,3D-Drucker,6304,Metall,Duese,3D-Drucken
Maschine 3473,Lackiermaschine,9341,"Holz,Glas,Stein",Lackierpistole,Lackieren
Maschine 3474,Drehmaschine,9266,"Kunststoff,Metall,Holz","Prismenfräser,Walzfräser,Bohrer",Drehen
Maschine 3475,Druckmaschine,5318,Holz,Lackierpistole,Lackieren
Maschine 3476,Roboterarm,4837,"Beton,Verbundwerkstoff,Keramik",Greifer,"Drehen,Biegen"
Maschine 3477,Wasserstrahlschneidmaschine,4188,"Kunststoff,Holz,Metall",Wasserstrahl,Schneiden
Maschine 3478,Wasserstrahlschneidmaschine,880,"Stein,Keramik",Wasserstrahl,Schneiden
Maschine 3479,FTS,5467,"Metall,Papier",Greifer,Transportieren
Maschine 3480,Spritzgussmaschine,419,Metall,Duese,Giessen
Maschine 3481,Verpackungsmaschine,7567,Kunststoff,Foerderband,Transportieren
Maschine 3482,Drehmaschine,2625,Stein,"Bohrer,Walzfräser,Prismenfräser",Drehen
Maschine 3483,Verpackungsmaschine,2969,Papier,Foerderband,Biegen
Maschine 3484,Spritzgussmaschine,338,Metall,Duese,Giessen
Maschine 3485,3D-Drucker,8767,Kunststoff,Greifer,3D-Drucken
Maschine 3486,Presse,8990,Metall,Messer,Pressen
Maschine 3487,Drehmaschine,8557,"Stein,Metall","Messer,Prismenfräser,Walzfräser",Drehen
Maschine 3488,CNC-Fräse,5307,"Metall,Holz,Stein","Prismenfräser,Bohrer,Walzfräser",Schleifen
Maschine 3489,Wasserstrahlschneidmaschine,2449,Glas,Wasserstrahl,Schneiden
Maschine 3490,CNC-Fräse,7591,"Holz,Kunststoff",Walzfräser,"Fräsen,Drehen,Drehen"
Maschine 3491,Wasserstrahlschneidmaschine,2802,Holz,Wasserstrahl,Schneiden
Maschine 3492,Schleifmaschine,4676,"Kunststoff,Stein,Holz",Schleifpapier,Schleifen
Maschine 3493,Verpackungsmaschine,5898,Kunststoff,Foerderband,Transportieren
Maschine 3494,Schleifmaschine,109,"Holz,Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 3495,Lackiermaschine,6623,Holz,Lackierpistole,Lackieren
Maschine 3496,CNC-Fräse,5996,"Kunststoff,Holz,Metall","Walzfräser,Bohrer",Fräsen
Maschine 3497,Drehmaschine,1672,Metall,"Messer,Bohrer",Drehen
Maschine 3498,FTS,8110,Textil,Greifer,Transportieren
Maschine 3499,Laserschneidmaschine,1280,Kunststoff,Heizelement,Stanzen
Maschine 3500,Drehmaschine,1121,Holz,"Walzfräser,Bohrer",Drehen
Maschine 3501,3D-Drucker,8197,Kunststoff,Greifer,3D-Drucken
Maschine 3502,Roboterarm,3853,"Glas,Verbundwerkstoff,Textil","Messer,Greifer,Bohrer",Biegen
Maschine 3503,Spritzgussmaschine,5904,Metall,Duese,Giessen
Maschine 3504,Presse,8558,Metall,Messer,Stanzen
Maschine 3505,Wasserstrahlschneidmaschine,7703,"Kunststoff,Metall,Stein",Wasserstrahl,Schneiden
Maschine 3506,Wasserstrahlschneidmaschine,9926,Stein,Wasserstrahl,Schneiden
Maschine 3507,FTS,1343,"Metall,Stein,Textil",Greifer,Transportieren
Maschine 3508,Druckmaschine,3329,"Textil,Keramik","Heizelement,Tintenstrahl,Lackierpistole",Lackieren
Maschine 3509,Druckmaschine,8524,Papier,"Heizelement,Lackierpistole",Lackieren
Maschine 3510,Lackiermaschine,9801,"Stein,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 3511,Schleifmaschine,8138,"Metall,Holz",Schleifpapier,Schleifen
Maschine 3512,Presse,1750,Kunststoff,Messer,Stanzen
Maschine 3513,Lackiermaschine,5672,"Stein,Verbundwerkstoff,Metall",Lackierpistole,Lackieren
Maschine 3514,FTS,4299,"Metall,Verbundwerkstoff,Gummi",Greifer,Transportieren
Maschine 3515,CNC-Fräse,6035,Holz,"Bohrer,Prismenfräser",Drehen
Maschine 3516,Presse,4630,"Holz,Kunststoff",Messer,Stanzen
Maschine 3517,Laserschneidmaschine,752,Stein,Heizelement,"Fräsen,Bohren"
Maschine 3518,Roboterarm,9699,"Glas,Stein","Lackierpistole,Elektrode,Messer","Schweißen,Schleifen"
Maschine 3519,CNC-Fräse,4776,"Stein,Holz",Walzfräser,Schleifen
Maschine 3520,Presse,2698,"Kunststoff,Holz,Metall",Messer,Pressen
Maschine 3521,Drehmaschine,6050,"Holz,Metall","Messer,Prismenfräser,Walzfräser",Drehen
Maschine 3522,Spritzgussmaschine,5858,Metall,Duese,Giessen
Maschine 3523,Wasserstrahlschneidmaschine,2071,"Verbundwerkstoff,Beton,Keramik",Wasserstrahl,Schneiden
Maschine 3524,Drehmaschine,4578,Holz,Messer,Drehen
Maschine 3525,CNC-Fräse,6855,"Kunststoff,Metall","Bohrer,Prismenfräser,Walzfräser","Fräsen,Schleifen,Drehen"
Maschine 3526,3D-Drucker,1780,Metall,Duese,3D-Drucken
Maschine 3527,Druckmaschine,9110,"Papier,Holz","Heizelement,Laser",Lackieren
Maschine 3528,Roboterarm,7459,"Gummi,Metall","Bohrer,Greifer,Lackierpistole","3D-Drucken,Fräsen"
Maschine 3529,Drehmaschine,2123,"Stein,Kunststoff,Holz",Bohrer,Drehen
Maschine 3530,Roboterarm,9061,"Beton,Textil,Papier",Wasserstrahl,"3D-Drucken,Transportieren,Fräsen"
